37,hoteles restaurantes
76,hoteles
106,otros política
-1,descarte
30,restaurantes hoteles
38,hoteles
19,hoteles restaurantes
32,hoteles restaurantes
31,restaurantes
101,otros
20,restaurantes hoteles
13,hoteles
70,otros
34,restaurantes hoteles
61,otros
36,hoteles restaurantes
59,entretenimiento
2,restaurantes hoteles
3,restaurantes hoteles
43,hoteles
67,otros
104,otros
27,SDG
56,otros política
90,política
99,otros política
57,otros
35,otros
63,otros fútbol
83,otros
58,fútbol
64,política
51,otros política
84,política
79,otros política
54,marcas
69,política
7,otros
103,otros
86,otros política
94,otros
91,política otros
109,otros
72,otros política
75,fútbol
87,fútbol otros
42,fútbol
113,otros
114,otros música
6,política
111,otros
73,política entretenimiento
110,otros
108,otros
100,otros
53,marcas otros
45,marcas
107,otros entretenimiento
102,otros
66,otros
60,entretenimiento
49,marcas
55,marcas
44,marcas
48,marcas
82,entretenimiento
16,otros cine
26,política
88,política economía
81,otros
85,política
68,otros política
15,cine otros
65,política
97,política
17,política otros
98,política
92,política
8,entretenimiento
23,entretenimiento otros
33,otros
14,entretenimiento
74,otros
25,política
0,otros
77,política
40,otros política
5,entretenimiento otros
10,entretenimiento
1,otros cine
80,política
105,política otros
78,política
4,otros
29,otros cine
39,otros música
28,otros
96,política economía
95,política
112,otros
71,política
24,otros política
50,música otros
89,política
93,otros
46,política
47,otros
21,entretenimiento otros
9,política
18,entretenimiento otros
62,política
22,otros
52,entretenimiento otros
41,política
12,política
11,entretenimiento
